name,Location,Room_Type,Bed,Price,tax,Reviews,link
Royal green with balcony view MASHOBRA,Mashobra,King Room with Balcony,1 king bed,"₹ 1,512",+₹ 181 taxes and fees,Scored 8.9,https://www.booking.comhttps://www.booking.com/hotel/in/royal-ace.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=394&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394856&all_sr_blocks=818965703_374197529_1_0_0&highlighted_blocks=818965703_374197529_1_0_0&matching_block_id=818965703_374197529_1_0_0&sr_pri_blocks=818965703_374197529_1_0_0__151200&from=searchresults#hotelTmpl
OYO Flagship Hotel Mithila shiv palace,Hardoī,Classic Triple Room,1 queen bed,₹ 979,+₹ 135 taxes and fees,Scored 1.0,https://www.booking.comhttps://www.booking.com/hotel/in/oyo-flagship-mithila-shiv-palace.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=395&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394856&all_sr_blocks=1150380402_387845365_1_0_0&highlighted_blocks=1150380402_387845365_1_0_0&matching_block_id=1150380402_387845365_1_0_0&sr_pri_blocks=1150380402_387845365_1_0_0__97946&from=searchresults#hotelTmpl
Regency Kanchipuram by GRT Hotels,Kanchipuram,Deluxe Room,1 queen bed,"₹ 5,580",+₹ 781 taxes and fees,Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/grt-regency-kanchipuram-kanchipuram.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=396&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394856&all_sr_blocks=107317903_287394194_1_1_0&highlighted_blocks=107317903_287394194_1_1_0&matching_block_id=107317903_287394194_1_1_0&sr_pri_blocks=107317903_287394194_1_1_0__558000&from=searchresults#hotelTmpl
Maruti Group of Hotels - The Shivam,Nāthdwāra,Superior Double Room,1 king bed,"₹ 2,100",+₹ 252 taxes and fees,Scored 9.1,https://www.booking.comhttps://www.booking.com/hotel/in/maruti-group-of-hotels-the-shivam.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=397&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394856&all_sr_blocks=1119886001_384922327_1_2_0&highlighted_blocks=1119886001_384922327_1_2_0&matching_block_id=1119886001_384922327_1_2_0&sr_pri_blocks=1119886001_384922327_1_2_0__210000&from=searchresults#hotelTmpl
Assam Villa - by Storyweavers Retreat,Jorhāt,Queen Room,1 queen bed,"₹ 1,584",+₹ 190 taxes and fees,Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/assam-villa-by-storyweavers-retreat.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=398&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394856&all_sr_blocks=921329503_369847297_1_41_0&highlighted_blocks=921329503_369847297_1_41_0&matching_block_id=921329503_369847297_1_41_0&sr_pri_blocks=921329503_369847297_1_41_0__158400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
SHIVAYA since 1953,Mukteshwar,Premium Quadruple Room,2 queen beds,"₹ 10,000","+₹ 1,800 taxes and fees",Scored 8.4,https://www.booking.comhttps://www.booking.com/hotel/in/shivaya-the-home-within.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=399&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394856&all_sr_blocks=428860910_349421798_2_1_0&highlighted_blocks=428860910_349421798_2_1_0&matching_block_id=428860910_349421798_2_1_0&sr_pri_blocks=428860910_349421798_2_1_0__1000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Hotel SHIVAM ! Varanasi Forɘigner's-Choice ! fully-Air-Conditioned-hotel, lift-and-Parking-availability near-Kashi-Vishwanath-Temple and-Ganga-ghat",Varanasi,Deluxe Double Room,1 queen bed,"₹ 2,599",+₹ 312 taxes and fees,Scored 8.8,https://www.booking.comhttps://www.booking.com/hotel/in/shivam-varanasi-varanasi.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=400&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394856&all_sr_blocks=1127720401_386263912_2_0_0&highlighted_blocks=1127720401_386263912_2_0_0&matching_block_id=1127720401_386263912_2_0_0&sr_pri_blocks=1127720401_386263912_2_0_0__259900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Crowne Plaza Greater Noida, an IHG Hotel",Greater Noida,"Standard King Room,Early Check in 1 PM/Late Check Out 2 PM,15% off on F&B (Al Carte)",1 king bed,"₹ 6,350",+₹ 762 taxes and fees,Scored 8.0,https://www.booking.comhttps://www.booking.com/hotel/in/crowne-plaza-greater-noida.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=401&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=73003151_347522128_3_42_0&highlighted_blocks=73003151_347522128_3_42_0&matching_block_id=73003151_347522128_3_42_0&sr_pri_blocks=73003151_347522128_3_42_0__635000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Nimmu House Ladakh,Nimu,Deluxe Double Room,1 king bed,"₹ 15,300","+₹ 2,754 taxes and fees",Scored 9.0,https://www.booking.comhttps://www.booking.com/hotel/in/nimmu-house-ladakh.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=402&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=106644804_221049245_2_41_0&highlighted_blocks=106644804_221049245_2_41_0&matching_block_id=106644804_221049245_2_41_0&sr_pri_blocks=106644804_221049245_2_41_0__1530000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Raghav inn,Karnal,Deluxe Double Room (2 Adults + 1 Child),1 full bed,"₹ 1,069",+₹ 128 taxes and fees,Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/raghav-inn-karnal.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=403&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=1099191401_382781870_1_42_0&highlighted_blocks=1099191401_382781870_1_42_0&matching_block_id=1099191401_382781870_1_42_0&sr_pri_blocks=1099191401_382781870_1_42_0__106920&from=searchresults#hotelTmpl
BBC Luxury Apartments,Perintalmanna,Apartment - Ground Floor,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 79m²2 beds (1 full, 1 sofa bed)","₹ 2,800",+₹ 336 taxes and fees,Scored 8.7,https://www.booking.comhttps://www.booking.com/hotel/in/bbc-luxury-apartments-perintalmanna.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=404&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=817169207_344212864_1_0_0&highlighted_blocks=817169207_344212864_1_0_0&matching_block_id=817169207_344212864_1_0_0&sr_pri_blocks=817169207_344212864_1_0_0__280000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hotel Sadhabishegam,Vaithīsvarankoil,Deluxe Double Room,1 king bed,"₹ 2,650",+₹ 318 taxes and fees,Scored 7.5,https://www.booking.comhttps://www.booking.com/hotel/in/sadhabishegam.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=405&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=128141201_335422641_0_8_0&highlighted_blocks=128141201_335422641_0_8_0&matching_block_id=128141201_335422641_0_8_0&sr_pri_blocks=128141201_335422641_0_8_0__265000&from=searchresults#hotelTmpl
Fairfield by Marriott Belagavi,Belgaum,Fairfield Twin Room with City View - Early check-in and late check-out upto 2 hours,2 twin beds,"₹ 5,521",+₹ 663 taxes and fees,Scored 8.7,https://www.booking.comhttps://www.booking.com/hotel/in/fairfield-by-marriott-belagavi.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=406&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=206894105_274564624_0_42_0&highlighted_blocks=206894105_274564624_0_42_0&matching_block_id=206894105_274564624_0_42_0&sr_pri_blocks=206894105_274564624_0_42_0__552100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Ashina Eco Resort,Kargil,Deluxe Double Room,1 king bed,"₹ 3,570",+₹ 428 taxes and fees,Scored 8.4,https://www.booking.comhttps://www.booking.com/hotel/in/ashina-eco-resort.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=407&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=230482601_99934513_2_2_0&highlighted_blocks=230482601_99934513_2_2_0&matching_block_id=230482601_99934513_2_2_0&sr_pri_blocks=230482601_99934513_2_2_0__357000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
"Rockland Cottage, Manali - Centrally Heated & Air Cooled Premium Rooms",Manāli,Studio with Mountain View,Entire studio • 1 bathroom • 20m²1 king bed,"₹ 6,600",+₹ 792 taxes and fees,Scored 7.6,https://www.booking.comhttps://www.booking.com/hotel/in/naina-resorts-and-inn.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=408&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=1133346501_389833297_4_2_0&highlighted_blocks=1133346501_389833297_4_2_0&matching_block_id=1133346501_389833297_4_2_0&sr_pri_blocks=1133346501_389833297_4_2_0__660000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Regency Tirunelveli By GRT Hotels,Tirunelveli,Superior Room,1 queen bed,"₹ 6,300",+₹ 882 taxes and fees,Scored 8.5,https://www.booking.comhttps://www.booking.com/hotel/in/regency-tirunelveli-by-grt-hotels.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=409&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=284168908_366363947_1_41_0&highlighted_blocks=284168908_366363947_1_41_0&matching_block_id=284168908_366363947_1_41_0&sr_pri_blocks=284168908_366363947_1_41_0__630000&from=searchresults#hotelTmpl
Radisson Blu Hotel MBD Ludhiana,Ludhiana,Deluxe Double or Twin Room,Beds: 1 double or 2 twins,"₹ 6,600",+₹ 792 taxes and fees,Scored 7.4,https://www.booking.comhttps://www.booking.com/hotel/in/radisson-blu-mbd-ludhiana.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=410&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=54270301_309962968_1_42_0&highlighted_blocks=54270301_309962968_1_42_0&matching_block_id=54270301_309962968_1_42_0&sr_pri_blocks=54270301_309962968_1_42_0__660000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Country Inn Nature Resort Bhimtal,Bhīm Tāl,Deluxe Room,1 full bed,"₹ 7,500",+₹ 900 taxes and fees,Scored 7.9,https://www.booking.comhttps://www.booking.com/hotel/in/country-inn-bhimtal.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=411&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=143034508_373532524_2_33_0&highlighted_blocks=143034508_373532524_2_33_0&matching_block_id=143034508_373532524_2_33_0&sr_pri_blocks=143034508_373532524_2_33_0__750000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Patan Mahal,Pātan,Suite,Private suite1 queen bed,"₹ 8,600","+₹ 1,548 taxes and fees",Scored 9.2,https://www.booking.comhttps://www.booking.com/hotel/in/patan-mahal.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=412&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=119420601_342208735_2_1_0&highlighted_blocks=119420601_342208735_2_1_0&matching_block_id=119420601_342208735_2_1_0&sr_pri_blocks=119420601_342208735_2_1_0__860000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Thenmala Ecoresort - The First and the Best,Punalūr,Deluxe Double Room (2 Adults + 1 Child),1 full bed,"₹ 3,000",+₹ 360 taxes and fees,Scored 8.5,https://www.booking.comhttps://www.booking.com/hotel/in/thenmala-ecoresort.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=413&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=707630807_295587980_2_42_0&highlighted_blocks=707630807_295587980_2_42_0&matching_block_id=707630807_295587980_2_42_0&sr_pri_blocks=707630807_295587980_2_42_0__300000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Hosteller Bhandardara,Bhandardara,Bed in 12-Bed Mixed Dormitory Room,Bed in dorm1 bunk bed,₹ 857,+₹ 103 taxes and fees,Scored 8.5,https://www.booking.comhttps://www.booking.com/hotel/in/the-hosteller-bhandardara.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=414&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=983553901_391446496_1_1_0&highlighted_blocks=983553901_391446496_1_1_0&matching_block_id=983553901_391446496_1_1_0&sr_pri_blocks=983553901_391446496_1_1_0__85698&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Treebo Trend Heaven Grand Ayodhya,Ayodhya,Deluxe Room With Working Desk & Wifi,1 king bed,"₹ 4,705",+₹ 565 taxes and fees,Scored 7.8,https://www.booking.comhttps://www.booking.com/hotel/in/awadhpuri-palace-faizabad.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=415&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=1123277703_391094517_1_1_0&highlighted_blocks=1123277703_391094517_1_1_0&matching_block_id=1123277703_391094517_1_1_0&sr_pri_blocks=1123277703_391094517_1_1_0__470480&from=searchresults#hotelTmpl
"Hotel Annapura Residency, Chalisgaon",Chālisgaon,Standard Double Room with Fan,1 queen bed,"₹ 2,430",+₹ 292 taxes and fees,Scored 7.9,https://www.booking.comhttps://www.booking.com/hotel/in/annapura-residency-chalisgaon-chalisgaon.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=416&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=843460501_352625443_2_0_0&highlighted_blocks=843460501_352625443_2_0_0&matching_block_id=843460501_352625443_2_0_0&sr_pri_blocks=843460501_352625443_2_0_0__243000&from=searchresults#hotelTmpl
The Sky Imperial Hotel The Maison,Anand,Double Room,1 full bed,"₹ 1,994",+₹ 239 taxes and fees,Scored 7.2,https://www.booking.comhttps://www.booking.com/hotel/in/the-sky-imperial-the-maison.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=417&sr_order=popularity&srpvid=7c9f72da3a4f01a5&srepoch=1716394860&all_sr_blocks=1052159301_377464263_2_42_0&highlighted_blocks=1052159301_377464263_2_42_0&matching_block_id=1052159301_377464263_2_42_0&sr_pri_blocks=1052159301_377464263_2_42_0__199364&from=searchresults#hotelTmpl
